名 O
: O
栾 O
× O
1 O
) O
, O
女 O
, O
5 O
1 O
岁 O
( O
1 O
9 O
6 O
3 O
年 O
1 O
月 O
1 O
6 O
日 O
出 O
生 O
) O
。 O

因 O
涉 O
嫌 O
犯 O
放 B-CL
火 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
3 O
年 O
8 O
月 O
7 O
日 O
被 O
延 O
庆 O
县 O
公 O
安 O
局 O
刑 O
事 O
拘 B-CL
留 I-CL
, O
同 O
年 O
8 O
月 O
1 O
4 O
日 O
被 O
监 O
视 O
居 O
住 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
以 O
京 O
延 O
检 O
公 O
诉 O
刑 O
诉 O
( O
2 O
0 O
1 O
4 O
) O
3 O
2 O
号 O
起 O
诉 O
书 O
指 O
控 O
被 O
告 O
人 O
栾 O
× O
犯 O
放 B-CL
火 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
4 O
年 O
1 O
月 O
2 O
9 O
日 O
向 O
本 O
院 O
提 O
起 O
公 O
诉 O
。 O

本 O
院 O
依 O
法 O
组 O
成 O
合 O
议 O
庭 O
, O
适 O
用 O
普 O
通 O
程 O
序 O
, O
公 O
开 O
开 O
庭 O
审 O
理 O
了 O
本 O
案 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
指 O
派 O
检 O
察 O
员 O
赵 O
春 O
雨 O
出 O
庭 O
支 O
持 O
公 O
诉 O
, O
被 O
告 O
人 O
栾 O
× O
到 O
庭 O
参 O
加 O
诉 O
讼 O
, O
现 O
已 O
审 O
理 O
终 O
结 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
指 O
控 O
, O
被 O
告 O
人 O
栾 O
× O
与 O
被 O
害 O
人 O
宋 O
× O
系 O
情 O
人 O
关 O
系 O
。 O

因 O
感 O
情 O
问 O
题 O
引 O
发 O
矛 O
盾 O
后 O
, O
被 O
告 O
人 O
栾 O
× O
怀 O
恨 O
在 O
心 O
, O
于 O
2 O
0 O
1 O
3 O
年 O
8 O
月 O
1 O
日 O
5 O
时 O
许 O
, O
来 O
到 O
延 O
庆 O
县 O
× O
村 O
被 O
害 O
人 O
宋 O
× O
家 O
, O
将 O
院 O
内 O
停 O
放 O
的 O
农 O
用 O
三 O
轮 O
⻋ O
等 O
物 O
放 O
火 O
烧 O
毁 O
, O
后 O
被 O
及 O
时 O
赶 O
到 O
的 O
邻 O
居 O
扑 O
灭 O
。 O

2 O
0 O
1 O
3 O
年 O
8 O
月 O
3 O
日 O
, O
被 O
告 O
人 O
栾 O
× O
到 O
公 O
安 O
机 O
关 O
投 O
案 O
。 O

公 O
诉 O
机 O
关 O
为 O
证 O
明 O
上 O
述 O
事 O
实 O
, O
当 O
庭 O
出 O
示 O
了 O
相 O
关 O
证 O
据 O
材 O
料 O
, O
认 O
为 O
被 O
告 O
人 O
栾 O
× O
的 O
行 O
为 O
已 O
构 O
成 O
放 B-CL
火 I-CL
罪 I-CL
, O
特 O
提 O
请 O
本 O
院 O
对 O
其 O
定 O
罪 O
处 O
罚 O
。 O

针 O
对 O
公 O
诉 O
机 O
关 O
指 O
控 O
的 O
上 O
述 O
事 O
实 O
, O
被 O
告 O
人 O
栾 O
× O
在 O
开 O
庭 O
审 O
理 O
过 O
程 O
中 O
未 O
提 O
出 O
异 O
议 O
, O
并 O
当 O
庭 O
表 O
示 O
自 O
愿 O
认 O
罪 O
。 O

经 O
审 O
理 O
查 O
明 O
, O
被 O
告 O
人 O
栾 O
× O
与 O
被 O
害 O
人 O
宋 O
× O
系 O
情 O
人 O
关 O
系 O
。 O

因 O
感 O
情 O
问 O
题 O
引 O
发 O
矛 O
盾 O
后 O
, O
被 O
告 O
人 O
栾 O
× O
怀 O
恨 O
在 O
心 O
, O
于 O
2 O
0 O
1 O
3 O
年 O
8 O
月 O
1 O
日 O
5 O
时 O
许 O
, O
来 O
到 O
延 O
庆 O
县 O
× O
村 O
被 O
害 O
人 O
宋 O
× O
家 O
, O
⻅ O
家 O
中 O
无 O
人 O
, O
便 O
将 O
被 O
害 O
人 O
宋 O
× O
的 O
被 O
子 O
、 O
衣 O
服 O
抱 O
到 O
院 O
内 O
停 O
放 O
的 O
农 O
用 O
三 O
轮 O
⻋ O
旁 O
, O
并 O
将 O
被 O
害 O
人 O
宋 O
× O
喝 O
剩 O
下 O
的 O
酒 O
摔 O
在 O
地 O
上 O
, O
把 O
⻔ O
帘 O
扯 O
下 O
扔 O
在 O
地 O
上 O
, O
用 O
随 O
身 O
携 O
带 O
的 O
毛 O
笔 O
和 O
墨 O
汁 O
在 O
被 O
害 O
人 O
宋 O
× O
家 O
的 O
墙 O
上 O
和 O
床 O
上 O
写 O
上 O
“ O
宋 O
× O
杀 O
了 O
栾 O
× O
1 O
” O
等 O
字 O
样 O
, O
摔 O
坏 O
了 O
被 O
害 O
人 O
宋 O
× O
家 O
中 O
放 O
着 O
的 O
琴 O
, O
将 O
被 O
害 O
人 O
宋 O
× O
家 O
的 O
汽 O
油 O
( O
* O
L O
) O
浇 O
在 O
院 O
中 O
的 O
被 O
子 O
、 O
衣 O
服 O
上 O
, O
点 O
燃 O
后 O
离 O
开 O
。 O

着 O
火 O
后 O
被 O
邻 O
居 O
及 O
时 O
发 O
现 O
并 O
扑 O
灭 O
。 O

经 O
查 O
, O
被 O
害 O
人 O
宋 O
× O
家 O
的 O
玻 O
璃 O
及 O
农 O
用 O
三 O
轮 O
⻋ O
被 O
烧 O
损 O
。 O

2 O
0 O
1 O
3 O
年 O
8 O
月 O
3 O
日 O
, O
被 O
告 O
人 O
栾 O
× O
到 O
公 O
安 O
机 O
关 O
投 O
案 O
。 O

本 O
院 O
在 O
审 O
理 O
过 O
程 O
中 O
, O
被 O
告 O
人 O
栾 O
× O
与 O
被 O
害 O
人 O
宋 O
× O
达 O
成 O
赔 O
偿 O
协 O
议 O
, O
由 O
被 O
告 O
人 O
栾 O
× O
赔 O
偿 O
被 O
害 O
人 O
宋 O
× O
各 O
项 O
物 O
品 O
损 O
失 O
共 O
计 O
人 O
⺠ O
币 O
5 O
0 O
0 O
0 O
元 O
( O
已 O
履 O
行 O
) O
, O
被 O
害 O
人 O
宋 O
× O
请 O
求 O
本 O
院 O
对 O
被 O
告 O
人 O
栾 O
× O
从 B-CL
轻 I-CL
处 I-CL
罚 I-CL
。 O

上 O
述 O
事 O
实 O
, O
有 O
被 O
害 O
人 O
宋 O
× O
的 O
陈 O
述 O
, O
证 O
人 O
周 O
× O
1 O
、 O
王 O
× O
、 O
李 O
× O
、 O
高 O
× O
、 O
周 O
× O
2 O
、 O
吴 O
× O
的 O
证 O
言 O
, O
延 O
庆 O
县 O
价 O
格 O
认 O
证 O
中 O
心 O
出 O
具 O
的 O
涉 O
案 O
财 O
产 O
价 O
格 O
鉴 O
定 O
结 O
论 O
书 O
, O
延 O
庆 O
县 O
公 O
安 O
局 O
出 O
具 O
的 O
报 O
警 O
记 O
录 O
表 O
、 O
现 O
场 O
勘 O
验 O
检 O
查 O
工 O
作 O
记 O
录 O
、 O
照 O
片 O
、 O
物 O
证 O
毛 O
笔 O
一 O
支 O
、 O
铁 O
桶 O
、 O
墨 O
水 O
盒 O
、 O
墨 O
水 O
瓶 O
、 O
打 O
火 O
机 O
各 O
一 O
个 O
、 O
工 O
作 O
说 O
明 O
、 O
案 O
件 O
来 O
源 O
、 O
到 O
案 O
经 O
过 O
、 O
戶 O
籍 O
证 O
明 O
、 O
申 O
请 O
、 O
案 O
款 O
收 O
据 O
等 O
证 O
据 O
证 O
实 O
, O
足 O
以 O
认 O
定 O
。 O

本 O
院 O
认 O
为 O
, O
被 O
告 O
人 O
栾 O
× O
故 O
意 O
放 O
火 O
, O
危 O
害 O
公 O
共 O
安 O
全 O
, O
其 O
行 O
为 O
已 O
构 O
成 O
放 B-CL
火 I-CL
罪 I-CL
, O
应 O
予 O
刑 O
罚 O
处 O
罚 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
指 O
控 O
被 O
告 O
人 O
栾 O
× O
犯 O
放 B-CL
火 I-CL
罪 I-CL
的 O
事 O
实 O
清 O
楚 O
, O
证 O
据 O
确 O
实 O
、 O
充 O
分 O
, O
指 O
控 O
的 O
罪 O
名 O
成 O
立 O
。 O

被 O
告 O
人 O
栾 O
× O
案 O
发 O
后 O
自 O
动 O
投 O
案 O
, O
到 O
案 O
后 O
如 O
实 O
供 O
述 O
犯 O
罪 O
事 O
实 O
, O
系 O
自 B-CL
首 I-CL
, O
依 O
法 O
可 O
以 O
从 B-CL
轻 I-CL
处 I-CL
罚 I-CL
。 O

鉴 O
于 O
被 O
告 O
人 O
栾 O
× O
能 O
积 O
极 O
赔 O
偿 O
被 O
害 O
人 O
的 O
各 O
项 O
经 O
济 O
损 O
失 O
, O
并 O
取 O
得 O
了 O
被 O
害 O
人 O
的 O
谅 O
解 O
, O
酌 O
予 O
从 B-CL
轻 I-CL
处 I-CL
罚 I-CL
。 O

根 O
据 O
被 O
告 O
人 O
栾 O
× O
犯 O
罪 O
事 O
实 O
、 O
犯 O
罪 O
性 O
质 O
、 O
情 O
节 O
和 O
社 O
会 O
的 O
危 O
害 O
程 O
度 O
, O
依 O
照 O
《 O
中 O
华 O
人 O
⺠ O
共 O
和 O
国 O
刑 O
法 O
》 O
第 O
一 O
百 O
一 O
十 O
四 O
条 O
、 O
第 O
六 O
十 O
七 O
条 O
第 O
一 O
款 O
、 O
第 O
七 O
十 O
二 O
条 O
第 O
一 O
款 O
、 O
第 O
七 O
十 O
三 O
条 O
第 O
二 O
款 O
、 O
第 O
三 O
款 O
、 O
第 O
六 O
十 O
四 O
条 O
、 O
第 O
六 O
十 O
一 O
条 O
的 O
规 O
定 O
, O
判 O
决 O
如 O
下 O
: O
一 O
、 O
被 O
告 O
人 O
栾 O
× O
犯 O
放 B-CL
火 I-CL
罪 I-CL
, O
判 O
处 O
有 B-CL
期 I-CL
徒 I-CL
刑 I-CL
三 O
年 O
, O
缓 B-CL
刑 I-CL
三 O
年 O
( O
缓 O
刑 O
考 O
验 O
期 O
从 O
判 O
决 O
确 O
定 O
之 O
日 O
起 O
计 O
算 O
) O
。 O

二 O
、 O
作 O
案 O
工 O
具 O
毛 O
笔 O
一 O
支 O
, O
铁 O
桶 O
、 O
墨 O
水 O
盒 O
、 O
墨 O
水 O
瓶 O
、 O
打 O
火 O
机 O
各 O
一 O
个 O
, O
予 O
以 O
没 O
收 O
。 O

如 O
不 O
服 O
本 O
判 O
决 O
, O
可 O
在 O
接 O
到 O
判 O
决 O
书 O
的 O
第 O
二 O
日 O
起 O
十 O
日 O
内 O
, O
通 O
过 O
本 O
院 O
或 O
者 O
直 O
接 O
向 O
北 O
京 O
市 O
第 O
一 O
中 O
级 O
人 O
⺠ O
法 O
院 O
提 O
出 O
上 O
诉 O
。 O

书 O
面 O
上 O
诉 O
的 O
, O
应 O
当 O
提 O
交 O
上 O
诉 O
状 O
正 O
本 O
一 O
份 O
, O
副 O
本 O
二 O
份 O
。 O

被 O
告 O
人 O
宋 O
× O
, O
男 O
, O
2 O
2 O
岁 O
( O
1 O
9 O
9 O
1 O
年 O
5 O
月 O
6 O
日 O
出 O
生 O
) O
, O
因 O
涉 O
嫌 O
犯 O
危 B-CL
险 I-CL
驾 I-CL
驶 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
4 O
年 O
1 O
月 O
2 O
8 O
日 O
被 O
北 O
京 O
市 O
延 O
庆 O
县 O
公 O
安 O
局 O
羁 O
押 O
, O
次 O
日 O
被 O
刑 O
事 O
拘 B-CL
留 I-CL
, O
现 O
羁 O
押 O
于 O
北 O
京 O
市 O
延 O
庆 O
县 O
看 O
守 O
所 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
以 O
京 O
延 O
检 O
公 O
诉 O
刑 O
诉 O
( O
2 O
0 O
1 O
4 O
) O
4 O
7 O
号 O
起 O
诉 O
书 O
指 O
控 O
被 O
告 O
人 O
宋 O
× O
犯 O
危 B-CL
险 I-CL
驾 I-CL
驶 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
4 O
年 O
2 O
月 O
1 O
7 O
日 O
向 O
本 O
院 O
提 O
起 O
公 O
诉 O
, O
本 O
院 O
依 O
法 O
适 O
用 O
简 O
易 O
程 O
序 O
, O
实 O
行 O
独 O
任 O
审 O
判 O
, O
公 O
开 O
开 O
庭 O
审 O
理 O
了 O
本 O
案 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
指 O
派 O
检 O
察 O
员 O
曹 O
兴 O
轶 O
出 O
庭 O
支 O
持 O
公 O
诉 O
。 O

被 O
告 O
人 O
宋 O
× O
到 O
庭 O
参 O
加 O
诉 O
讼 O
, O
现 O
已 O
审 O
理 O
终 O
结 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
指 O
控 O
, O
2 O
0 O
1 O
4 O
年 O
1 O
月 O
2 O
8 O
日 O
1 O
9 O
时 O
许 O
, O
被 O
告 O
人 O
宋 O
× O
酒 O
后 O
驾 O
驶 O
× O
× O
牌 O
小 O
型 O
普 O
通 O
客 O
⻋ O
, O
由 O
东 O
向 O
西 O
行 O
驶 O
至 O
延 O
庆 O
县 O
湖 O
北 O
路 O
时 O
被 O
北 O
京 O
市 O
延 O
庆 O
县 O
公 O
安 O
局 O
交 O
通 O
大 O
队 O
⺠ O
警 O
查 O
获 O
, O
后 O
被 O
告 O
人 O
宋 O
× O
如 O
实 O
供 O
述 O
了 O
自 O
己 O
的 O
犯 O
罪 O
事 O
实 O
。 O

经 O
北 O
京 O
市 O
公 O
安 O
交 O
通 O
司 O
法 O
鉴 O
定 O
中 O
心 O
鉴 O
定 O
, O
被 O
告 O
人 O
宋 O
× O
血 O
液 O
中 O
酒 O
精 O
含 O
量 O
为 O
* O
. O
* O
m O
g O
∕ O
* O
m O
l O
, O
属 O
醉 O
酒 O
驾 O
驶 O
。 O

上 O
述 O
事 O
实 O
, O
被 O
告 O
人 O
宋 O
× O
在 O
开 O
庭 O
审 O
理 O
过 O
程 O
中 O
没 O
有 O
异 O
议 O
, O
且 O
有 O
证 O
人 O
王 O
× O
、 O
刘 O
× O
的 O
证 O
言 O
, O
当 O
事 O
人 O
血 O
样 O
提 O
取 O
登 O
记 O
表 O
, O
呼 O
气 O
酒 O
精 O
含 O
量 O
检 O
测 O
结 O
果 O
, O
北 O
京 O
市 O
公 O
安 O
交 O
通 O
司 O
法 O
鉴 O
定 O
中 O
心 O
出 O
具 O
的 O
酒 O
精 O
检 O
验 O
报 O
告 O
, O
机 O
动 O
⻋ O
信 O
息 O
查 O
询 O
结 O
果 O
单 O
, O
机 O
动 O
⻋ O
行 O
驶 O
证 O
复 O
印 O
件 O
, O
物 O
证 O
照 O
片 O
, O
戶 O
籍 O
证 O
明 O
, O
案 O
件 O
来 O
源 O
, O
到 O
案 O
经 O
过 O
等 O
证 O
据 O
证 O
实 O
, O
足 O
以 O
认 O
定 O
。 O

本 O
院 O
认 O
为 O
, O
被 O
告 O
人 O
宋 O
× O
无 O
视 O
法 O
律 O
规 O
定 O
, O
醉 O
酒 O
后 O
驾 O
驶 O
机 O
动 O
⻋ O
在 O
道 O
路 O
上 O
行 O
驶 O
, O
其 O
行 O
为 O
已 O
构 O
成 O
危 B-CL
险 I-CL
驾 I-CL
驶 I-CL
罪 I-CL
, O
应 O
予 O
刑 O
罚 O
处 O
罚 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
指 O
控 O
被 O
告 O
人 O
宋 O
× O
犯 O
危 O
险 O
驾 O
驶 O
罪 O
的 O
事 O
实 O
清 O
楚 O
, O
证 O
据 O
确 O
实 O
充 O
分 O
, O
指 O
控 O
的 O
罪 O
名 O
成 O
立 O
。 O

案 O
发 O
后 O
, O
被 O
告 O
人 O
宋 O
× O
如 O
实 O
供 O
述 O
了 O
自 O
己 O
的 O
犯 O
罪 O
事 O
实 O
, O
酌 O
予 O
从 B-CL
轻 I-CL
处 I-CL
罚 I-CL
。 O

据 O
此 O
, O
本 O
院 O
根 O
据 O
被 O
告 O
人 O
宋 O
× O
的 O
犯 O
罪 O
事 O
实 O
、 O
犯 O
罪 O
情 O
节 O
和 O
对 O
社 O
会 O
的 O
危 O
害 O
程 O
度 O
, O
依 O
照 O
《 O
中 O
华 O
人 O
⺠ O
共 O
和 O
国 O
刑 O
法 O
》 O
第 O
一 O
百 O
三 O
十 O
三 O
条 O
之 O
一 O
, O
第 O
六 O
十 O
七 O
条 O
第 O
三 O
款 O
, O
第 O
五 O
十 O
二 O
条 O
, O
第 O
五 O
十 O
三 O
条 O
, O
第 O
六 O
十 O
一 O
条 O
的 O
规 O
定 O
, O
判 O
决 O
如 O
下 O
: O
被 O
告 O
人 O
宋 O
× O
犯 O
危 B-CL
险 I-CL
驾 I-CL
驶 I-CL
罪 I-CL
, O
判 O
处 O
拘 B-CL
役 I-CL
一 O
个 O
月 O
十 O
天 O
, O
并 O
处 O
罚 B-CL
金 I-CL
人 O
⺠ O
币 O
二 O
千 O
元 O
( O
刑 O
期 O
从 O
判 O
决 O
执 O
行 O
之 O
日 O
起 O
计 O
算 O
。 O

判 O
决 O
执 O
行 O
以 O
前 O
先 O
行 O
羁 O
押 O
的 O
, O
羁 O
押 O
一 O
日 O
折 O
抵 O
刑 O
期 O
一 O
日 O
, O
即 O
自 O
2 O
0 O
1 O
4 O
年 O
1 O
月 O
2 O
8 O
日 O
起 O
至 O
2 O
0 O
1 O
4 O
年 O
3 O
月 O
9 O
日 O
止 O
; O
罚 B-CL
金 I-CL
已 O
缴 O
纳 O
) O
。 O

如 O
不 O
服 O
本 O
判 O
决 O
, O
可 O
在 O
接 O
到 O
判 O
决 O
书 O
的 O
第 O
二 O
日 O
起 O
十 O
日 O
内 O
, O
通 O
过 O
本 O
院 O
或 O
者 O
直 O
接 O
向 O
北 O
京 O
市 O
第 O
一 O
中 O
级 O
人 O
⺠ O
法 O
院 O
提 O
出 O
上 O
诉 O
。 O

书 O
面 O
上 O
诉 O
的 O
, O
应 O
当 O
提 O
交 O
上 O
诉 O
状 O
正 O
本 O
一 O
份 O
, O
副 O
本 O
二 O
份 O
。 O

被 O
告 O
人 O
赵 O
× O
, O
男 O
, O
1 O
9 O
8 O
7 O
年 O
2 O
月 O
2 O
